id 1,name 1,id 2,name 2,short_lyric 1,lyric 1,lyric 2
66203,CỦ CHI MỘT THOÁNG SUY TƯ,51838,một thoáng chiêm bao,QUÊ HƯƠNG ANH CỦ CHI TÊN GỌI ĐẤT ANH HÙNG...,"","NGƯỜI CÓ BIẾT HỒN TA ĐANG UỐN KHÚC. DỌC ĐƯỜNG LÊN PHỐ NÚI BỖNG CHẬP CHÙNG MƯA. MẮT NGƯỜI KHÉP TRÊN VAI TA HƯ THỰC. BIẾT LÒNG NGƯỜI ĐÃ CHỊU MỞ RA CHƯA. TA VỐN NHÁT MỘT LỜI RU PHÚT ĐÓ. NÊN TRĂM CON CHIM MỘNG ĐÃ BAY VÈO. TA VỐN KHỜ MƯỜI NGÓN TAY NẮM GIỮ. CÂU THƠ ĐÀNH VỤT MẤT MỘT VẦN GIEO. MAY MÀ KHÓI, MAY MÀ SƯƠNG CÒN NÍU KỊP. VÒNG TAY ÔM ÂU YẾM DƯỚI CHÂN ĐỒI. MÔI NGƯỜI THỞ NHỊP NHÀNG TRONG ĐÊM BIẾC. ĐÃ NÊN VẦN NÊN ĐIỆU GIỮA MÔI TA. THOẢNG NHƯ GIÓ MÀ MONG MANH NHƯ KHÓI. CỚ GÌ LÒNG RỘN MÃI GIẤC MƠ ƠI. NGƯỜI CÓ MỘNG MỊ KHÔNG NGƯỜI YÊU DẤU. CHO ĐẾN NAY TA ĐƯỢC THỨC BÊN NGƯỜI"
64930,T I VẪN MƠ VỀ EM,51536,mơ thấy em về,KHÔNG CÓ EM CHIỀU NAY NẮNG THÊM U BUỒN...,"","TA MƠ THẤY EM VỀ, VƯỜN XUÂN HOA LÁ XÔN XAO. YÊU TIA NẮNG HÔM ĐẦU, CHỢT NGHE CHIM HÓT TRÊN CAO. TA MƠ THẤY EM VỀ, HỒN NHIÊN TRONG GIẤC CHIÊM BAO. GIANG TAY NÍU TƠ TRỜI, BUỘC GIĂNG KÍN ÁNG MÂY TRÔI. NHỚ ,EM CÒN NHỚ BÊN HIÊN THỀM. GIÓ ,HONG LÀN TÓC BUÔNG VAI MỀM. VẤN VƯƠNG VẠT NẮNG NHƯ TƠ VÀNG. BÀNG HOÀNG TA NGÂY NGẤT. NGẬP CHÌM TRONG ÁNH MẮT. PHÚT GIÂY NGÀY ẤY NHỚ NHUNG HOÀI. ĐÓA HOA NỞ THẮM TRÊN MÔI HỒNG. LÁ NON CHỒI BIẾC XANH NHƯ ĐỜI. ĐỊA ĐÀNG ĐANG MỞ LỐI. NHẸ DÌU NÂNG BƯỚC EM. TA MƠ THẤY EM VẾ. TÌNH YÊU NĂM THÁNG NGUYÊN SƠ. QUA ĐI NHỮNG MONG CHỜ. THỜI GIAN XIN CHỚ XA ĐƯA. TA MƠ THẤY EM VỀ. TÌNH ƠI XIN VỚI TRĂNG SAO. TA MƠ THẤY EM VỀ. CÙNG TA SỐNG GIỮA CHIÊM BAO"
61590,ĐỪNG ĐỂ NGƯỜI TA BUỒN,52618,đừng để người ta buồn,NÓI ĐỂ LÀM GÌ ĐẮNG CAY ĐỂ LÀM GÌ KHI ANH QUAY LƯNG...,"",ĐẮNG CAY THẬT NHIỀU RỒI CŨNG XA NHAU MÃI THÔI. TRÁCH NHAU THẬT NHIỀU RỒI MAI ĐÂY CŨNG RẼ ĐÔI. LỜI ANH NÓI BAO YÊU THƯƠNG ANH ĐÃ QUÊN ĐI RỒI THÌ XIN ANH TÔI XIN ANH ĐỪNG XÓT THƯƠNG. NHỮNG CÂU NGỌT NGÀO DÀNH CHO AI KHÔNG PHẢI TÔI. GIÁ XƯA ĐỪNG LẦM THÌ GIỜ ĐÂY ĐÂU KHỔ ĐAU . MỘT THỜI CON TIM NGÂY NGÔ TÔI ĐÃ TRAO ANH RỒI. MỘT THỜI TÔI NGU NGƠI NÊN CAY ĐẮNG CẢ CỰÔC ĐỜI. ĐỂ ĐẾN KHI TÔI NHẬN RA ANH ĐÃ THAY LÒNG BAO ĐÊM CÔ ĐƠN TÔI KHÓC THẦM. ĐỂ ĐẾN KHI TÔI NHẬN RA NƯỚC MẮT KHÔNG CÒN ANH LẠI NGỌT NGÀO CÂU GIAN DỐI. NÓI ĐỂ LÀM JÌ ĐẮNG CAY ĐỂ LÀM JÌ KHI ANH QUAY LƯNG ĐỪNG NÓI RA CÂU HỜN GHEN. DÙ BIẾT TRÁI TIM NÀY CHỈ YÊU CÓ 1 NGƯỜI VẬY MÀ TẠI SAO ĐÀNH NHẪN TÂM LỪA DỐI NHAU. GIỜ NÓI ĐỂ LÀM JÌ XÓT XA ĐỂ LÀM JÌ XIN ANH ĐI ĐI ĐỂ TRÁI TIM TÔI BÌNH YÊN. GIỜ NÓI ĐỂ LÀM JÌ TRÁI TIM ĐÃ HAO MÒN NGƯỜI MÀ ANH YÊU ĐANG CHỜ ĐÓN ANH. ĐỪNG ĐỂ NGƯỜI TA BUỒN.
60513,CẢ THẾ GIỚI BIẾT ANH NHỚ EM,57468,cả thế giới anh chỉ cần em,THÊM MỘT NGÀY DÀI MONG NHỚ TÌNH CHÚNG TA NAY CHIA CÁCH...,"","TỪ NGÀY MÀ EM RỜI XA ĐỂ VUI VỚI AI NƠI PHƯƠNG TRỜI. ĐỂ LẠI MÌNH ANH LẺ LOI, VẪN CỨ NHỚ THƯƠNG ĐẦY VƠI. TÌNH YÊU KHÔNG NHƯ TRÒ CHƠI, CỚ SAO EM HỨA BAO NHIÊU LỜI. RỒI QUÊN ANH ĐỂ VUI BÊN MỘT NGƯỜI, TỪ NGÀY CHÚNG TA VỠ TAN. CHẮC EM SẼ MÃI KHÔNG HAY RẰNG, CẢ CUỘC ĐỜI ANH CẦN EM. DẪU THẾ GIỚI KIA THẬT TÂM, TỪNG NGÀY ANH LUÔN THẦM MONG. CÓ KHI EM SẼ QUAY TRỞ VỀ, BÊN CẠNH ANH NHƯ LÚC XƯA CÒN NHAU. CUỘC ĐỜI BAO LA RỘNG LỚN ANH CHỈ CẦN CÓ EM. NGƯỜI CHO CON TIM ANH BÌNH YÊN, CHO ANH NIỀM HẠNH PHÚC. NGƯỜI CŨNG CHO ANH BAO NIỀM ĐAU, BAO VẾT THƯƠNG THẬT SÂU. SUỐT CUỘC ĐỜI KHÔNG THỂ NÀO PHAI DẤU. CUỘC ĐỜI BAO LA RỘNG LỚN ANH CHỈ CẦN CÓ EM. DÙ EM HÔM NAY KHÔNG CẦN ANH, EM ĐANG THẬT HẠNH PHÚC. THÌ VẪN YÊU EM YÊU MÌNH EM KHÔNG THỂ YÊU THÊM MỘT AI. BỞI SINH RA ANH ĐÃ THUỘC VỀ EM"
60240,BÀI HÁT CHO NGƯỜI YÊU ĐƠN PHƯƠNG,53425,hát cho người yêu dấu,MÙA ĐÔNG QUA CƠN GIÓ RÉT BUỐT CON TIM BAO ĐÊM ANH...,"",BƯỚC CHÂN CUỐI CÙNG BỜ BẾN LẠ.. MỘT THOÁNG MƯA HỒNG RỒI NGÀN NĂM PHÔI PHA.. NHỚ EM DỖI HỜN TÌNH QUAY GÓT.. NGƯỜI XA MÃI NGƯỜI VỀ CUỐI PHỐ MƯA BUỒN.. . HÁT CHO NGƯỜI YÊU DẤU CUỘC TÌNH MONG MANH.. HÁT CHO NGƯỜI YÊU DẤU HẠT MƯA LONG LANH.. GIẤC MƠ MÙA ĐÔNG ĐẾN MỘT NGÀY XĂM.. LẶNG THẦM ĐÊM GIÁ BĂNG.. HÁT CHO NGƯỜI YẾU DẤU TƯỞNG RẰNG ĐÃ QUÊN.. HÁT CHO NGƯỜI YÊU DẤU NGÀY VỀ CÓ EM.. HOA CÓ VÀNG NƠI ẤY MỘT MÌNH NGHE MƯA.. EM CÓ CÒN NHƯ XƯA.. CÔ ĐƠN PHỐ XA TÌNH PHAI RỒI.. MỘT THUỞ YÊU NGƯỜI CUỘC TÌNH TRONG CƠN MƯA.. CÓ BIẾT CHĂNG EM TÌNH ĐƠN PHƯƠNG.. VÀ ANH VẪN HÁT NHỮNG BƯỚC CHÂN ÂM THẦM.
61279,CHUYỆN TÌNH MƯA,54190,chuyện tình dưới mưa,NGOÀI HIÊN MƯA VẪN RƠI TỪNG CƠN...,"","HẠNH PHÚC VỚI ANH LÀ NHỮNG GIÂY PHÚT BÊN EM, THẾ NHƯNG CŨNG LÀ CƠN MƯA BAY THOÁNG QUA THÔI.. CHỈ ĐƯỢC BÊN EM MỘT PHÚT GIÂY, DẪU ƯỚC MONG BÊN EM CẢ ĐỜI. ĐẾN LÚC NÀO RỒI MƯA CŨNG PHẢI TAN.... VÀ MÂY KÉO ĐI ĐỂ THẤY NHỮNG ÁNH NẮNG VÀNG, CHỈ CÓ MẶT TRỜI MÃI MÃI SƯỞI ẤM TIM EM, RỒI CƠN MƯA ANH DẦN HÉO KHÔ GIỐNG NHƯ NGÀN CƠN MƯA KHÁC.. CŨNG TRÔI VÀO TRONG KÝ ỨC, VÀO LÃNG QUÊN, NHƯ VÔ HÌNH.... THÀ LÀM CƠN MƯA BÊN EM DẪU ĐÔI LẦN. CÒN HƠN BAY LANG THANG THEO GIÓ HOÀI NƠI ĐÂU... NGÀY NÀO KHI EM CẦN CƠN MƯA, ANH SẼ ĐẾN VỚI BAO TIẾNG CƯỜI. ĐỂ EM ĐƯỢC BÌNH YÊN DẪU TRONG KHOẢNH KHẮC THÔI.... TÌM NƠI ĐÂU BAO NHIÊU HẠNH PHÚC XA VỜI. CHỢT NHẬN RA BAO NHIÊU YÊU THƯƠNG NGOÀI TAY VỚI, NGÀY MAI KHI ANH TÌM VỀ NƠI MÀ EM ĐÃ KHÓC TRÊN CÁNH ĐỒNG, NƠI ĐÓ CÒN CÓ EM CHỜ KHÔNG? . HẠNH PHÚC VỚI ANH LÀ NHỮNG GIÂY PHÚT BÊN EM, THẾ NHƯNG CŨNG LÀ CƠN MƯA BAY THOÁNG QUA THÔI.. CHỈ ĐƯỢC BÊN EM MỘT PHÚT GIÂY, DẪU ƯỚC MONG BÊN EM CẢ ĐỜI. ĐẾN LÚC NÀO RỒI MƯA CŨNG PHẢI TAN.... VÀ MÂY KÉO ĐI ĐỂ THẤY NHỮNG ÁNH NẮNG VÀNG, CHỈ CÓ MẶT TRỜI MÃI MÃI SƯỞI ẤM TIM EM, RỒI CƠN MƯA ANH DẦN HÉO KHÔ GIỐNG NHƯ NGÀN CƠN MƯA KHÁC.. CŨNG TRÔI VÀO TRONG KÝ ỨC, VÀO LÃNG QUÊN, NHƯ VÔ HÌNH.... THÀ LÀM CƠN MƯA BÊN EM DẪU ĐÔI LẦN. CÒN HƠN BAY LANG THANG THEO GIÓ HOÀI NƠI ĐÂU... NGÀY NÀO KHI EM CẦN CƠN MƯA, ANH SẼ ĐẾN VỚI BAO TIẾNG CƯỜI. ĐỂ EM ĐƯỢC BÌNH YÊN DẪU TRONG KHOẢNH KHẮC THÔI.... TÌM NƠI ĐÂU BAO NHIÊU HẠNH PHÚC XA VỜI. CHỢT NHẬN RA BAO NHIÊU YÊU THƯƠNG NGOÀI TAY VỚI, NGÀY MAI KHI ANH TÌM VỀ NƠI MÀ EM ĐÃ KHÓC TRÊN CÁNH ĐỒNG, NƠI ĐÓ CÒN CÓ EM CHỜ KHÔNG?"
64015,NHỮNG LỜI HẸN XƯA,50756,những lời xin em,CÓ NHỮNG KỶ NIỆM QUA BAO THÁNG NĂM CHẲNG PHAI NHÒA...,"",EM EM HÃY CHO TÔI LỜI NÓI CHO TIẾNG YÊU THƯƠNG TỪ ĐÂY MÌNH TÔI XIN EM EM HÃY CHO TÔI BỜ MÔI TINH KHIẾT TRONG TÔI RONG CHƠI ĐỜI ĐỜI XIN EM TUNG CÁNH BAY LÊN TRỜI CHƠI VƠI TÔI TỚI NƠI MUÔN TÌNH YÊU CÙNG EM CÓ EM MÌNH SẼ PHIÊU LƯU NGÀN LỐI KHI CÓ TRONG NHAU TÌNH YÊU VÔ BỜ EM ĐƯA BƯỚC CHÂN TA CÙNG TỚI MUÔN CHỐN XA XÔI MỪNG VUI CHỜ TA XIN EM EM NÓI LÊN CÂU NỒNG CHÁY THIÊU ĐỐT TIM TÔI ĐÃ LÂU LẠNH LÙNG XIN EM EM HÁT LÊN CÂU TÌNH ÁI CHO NGẤT NGÂY THÊM CUỘC SỐNG HÃY NÓI LÊN EM EM CÓ BÊN TÔI TỪ ĐÂY TA CÓ BÊN NHAU TÌNH YÊU.
63363,NGÀN THU ÁO TÍM,51011,ngàn thu áo tím,NGÀY XƯA XA XÔI EM RẤT YÊU MÀU TÍM NGÀY XƯA VÔ TƯ...,"","NGÀY XƯA XA XÔI...GIỜ CHỈ NHƯ CƠN MƠ ANH CÓ NHỚ BÀI CA NGÀY ẤY EM VẪN HÁT, MÌNH EM CÒN HÁT DƯỚI SAO TRỜI VÀ EM NÓI SẼ QUÊN NHƯNG ĐÂU PHẢI THẾ TÌNH YÊU NHƯ KHÚC CA ĐAM MÊ MÀ TA ĐÃ HÁT CHIA TAY ANH EM ĐÁNH MẤT ĐAM MÊ RỒI HÔM NAY NHỚ ANH EM NHÌN VÌ SAO THAY NGÔI ĐẦY TRỜI"
63269,MUỐN BÊN EM,54226,em muốn,CHỢT THẤY EM YÊU NHÌN ANH LÀM TRÁI TIM ANH MỎNG MANH...,"",ANH. ĐÔI KHI EM MUỐN ANH CƯỜI. BÊN EM ĐI TRONG CHIỀU BUÔNG NẮNG. ĐƯA EM DẠO QUANH PHỐ ĐÔNG. CHỌN MỘT VÀI MÓN RẤT XINH. EM NHƯ BÔNG HOA RẠNG NGỜI. LÀ LÁ LA LÀ LÁ LA.... ANH. ĐÔI KHI EM MUỐN ĐI XE ĐẠP TRONG CÔNG VIÊN NHIỀU MÀU XANH. CUỘC ĐỜI LÀ NHỮNG BỨC TRANH LẶNG NHÌN ĐỂ EM VẼ ANH TRONG CON TIM NHỎ XINH. HỠI ANH YÊU NGƯỜI EM LUÔN MONG NHỚ. TỪNG ĐÊM XUỐNG EM NGUYỆN CẦU MÃI CÓ NHAU. CON TIM EM KHẼ CƯỜI KHI ANH YÊU CHÂN THÀNH. ĐỪNG NÓI RỜI XA NHÉ ANH
65126,TẠM BIỆT,57926,tạm biệt,GIỜ CHIA TAY ĐÃ ĐẾN BẠN ƠI MỚI ĐÂY THÔI...,"","TẠM BIỆT NGƯỜI ANH YÊU, TẠM BIỆT TÌNH YÊU NÀY, HÔM NAY ANH ĐI XA RỒI, ANH ĐI RẤT LÂU. TẠM THỜI MÌNH XA NHAU, TẠM THỜI THỜI GIAN NÀY, TA KHÔNG BÊN NHAU HAI NGƯỜI HAI NƠI RẤT XA.... KHI ANH ĐI RỒI, SẼ RẤT NHỚ MÁI TÓC CỦA EM, ÁNH MẮT BÓNG DÁNG THIÊN THẦN ANH NHỚ LẮM... EM YÊU ƠI ĐỪNG KHÓC, NƯỚC MẮT NÍU KÉO BƯỚC CHÂN, NHỮNG KÍ ỨC SẼ NHƯ HÀNH TRANG BÊN CẠNH ANH....  . GOODBYE MY BABY, DON’T WORRY ABOUT ME. ANH ĐI KHÔNG BAO LÂU RỒI SẼ VỀ BÊN EM. GOODBYE MY HONEY, MISS YOU MUCH I REALLY. CHỐN NƠI ĐÂY EM YÊU ĐỢI ANH VỀ NGHE EM...."
60152,ÁO EM CHƯA MẶC MỘT LẦN,52705,áo em chưa mặc một lần,TÔI NGHÈO EM CŨNG CHẲNG CAO SANG TAY TRẮNG CÙNG NHAU...,"","TÔI VỚI NÀNG HAI ĐỨA NGUYỆN YÊU NHAU, THA THIẾT TỪ ĐÂY...CHO ĐẾN NGÀY BẠC ĐẦU ĐỂ GIAO ƯỚC TÔI TRAO NÀNG NHẪN CƯỚI, EM CŨNG TẶNG TÔI KHĂN HỒNG THÊU CÀNH HOA MAI TÔI VỐN NGHÈO, EM CŨNG CHẲNG CAO SANG TAY TRẮNG CÙNG NHAU HAI ĐỨA DỆT MỘNG VÀNG NGÀY HÔN LỄ, EM KHÔNG ĐÒI CHÂU BÁU MƠ ƯỚC MỘT ĐÔI ÁO THÊU ĐỂ NHỚ DUYÊN ĐẦU NGỜ ĐÂU DÂY ĐỨT LÌA ĐÀN, NỤ HOA ĐANG THẮM VỘI TÀN CHƯA VUI ĐÃ SẦU CHIA PHÔI, VỘI ĐI BỎ ĐÔI ÁO MỚI, AI MẶC BÂY GIỜ EM ƠI? TÔI THẪN THỜ NGHE TIẾNG HÀNG THÔNG REO, THƯƠNG QUÁ LÀ THƯƠNG KHI NẮNG NGÃ VỀ CHIỀU NHÌN ĐÔI ÁO, TÔI THƯƠNG VỀ DĨ VÃNG NHƯ VẪN CÒN TRÔNG THẤY EM MẶC LỄ TƠ HỒNG VÒNG NHẪN CƯỚI: VÒNG NHẪN CƯỚI ĐÓ EM ĐEO, THÔI HẾT TỪ ĐÂY MƠ MỘNG NHIỀU EM VUI TẤT CẢ BAO NHIÊU CÓ BẰNG KHỐI SẦU EM ĐỂ, ANH CHUỐC MÀ NGHE LÒNG HOANG LIÊU VÒNG NHẪN CƯỚI ĐÓ CAO SANG, ĐƯA ĐÓN KIỆU HOA ĐANG SẴN SÀNG MAI EM XÓM NHỎ SANG NGANG, XIN TRỜI CHO THUYỀN XUÔI MÁI, CHỞ EM VỀ BẾN MỘNG GIÀU SANG EM ƠI! TÌNH YÊU BÂY GIỜ, NẾU KHÔNG DANG DỞ LÀM SAO TRỌN ĐỜI NHỚ NHAU, LÀM SAO CÓ MỘT LẦN GẶP GỠ, NẾU KHÔNG DANG DỞ LÀM SAO CÒN MỘT LẦN TỪ LY VÒNG NHẪN CƯỚI ĐÓ EM ƠI, NGĂN CÁCH NGHÌN THU VĨNH BIỆT RỒI ĐÊM NAY UỐNG ĐỂ EM VUI, RƯỢU HỒNG MẶC TÌNH EM RÓT, UỐNG CHO NGƯỜI THẤY LÒNG ĐẸP ĐÔI ĐÊM NAY UỐNG ĐỂ EM VUI, RƯỢU HỒNG MẶC TÌNH EM RÓT, UỐNG CHO NGƯỜI THẤY LÒNG ĐẸP ĐÔI."
65044,TRỌN KIẾP YÊU ANH,50770,trọn kiếp yêu người,ĐẾN PHÚT CUỐI CHIA TAY LẠNH LÙNG ĐẾN PHÚT CUỐI EM...,"",EM TRỌN KIẾP THƯƠNG VỀ MỘT NGƯỜI ĐANG CÒN MÃI KIẾP GIANG HỒ TRÔI ÔI NGÀY THÁNG LÊNH ĐÊNH KHÔNG BẾN BỜ LÒNG NÀO ĐÂU DÁM MƠ TÌNH CHUNG EM NÀO DÁM MƠ MỘNG GÌ NHIỀU EM CHỈ MUỐN LÚC TA GẦN NHAU EM CHỈ MUỐN TRAO AI CHÚT TÌNH NHƯNG MÂY TRỜI ÔI VẪN CỨ BAY XIN ĐỪNG BUỒN LÒNG TA MÂY CÒN MÃI DẤU SƠN KHÊ HÃY MÃI NGUYỆN CẦU SỐNG ĐẾN BẠC ĐẦU TA NHƯ CÁNH CHIM DẬP DÌU ĐÂY ĐÓ TA TRỌN KIẾP CHUNG MỘT ĐỜI NHƯ LÀ GIÓ VỚI MÂY TRỜI BAY XIN ĐƯỢC MÃI BÊN ANH SUỐT ĐỜI ƯỚC MƠ NÀY XIN CHỚ PHAI.
65209,VẪN BIẾT,53652,vẫn biết,THOÁNG THẤY EM VỪA CƯỜI CHỢT NGHE LÒNG ANH...,"",THÔNG REO XA VẮNG XA NHƯ LỜI THAN TRÁCH AI ĐÊM NAY NGHE TIẾNG SÓNG GÀO THÉT KÊU TÊN NGƯỜI ĐI TÌNH XƯA GIỜ ĐI NƠI CHỐN NÀO ĐỂ TA NGỒI ĐÂY NGHE GIÓ RU RU MÃI BÊN TAI CÂU THỀ EM SẼ KHÔNG RỜI XA CHIỀU NÀO ĐƯỜNG XƯA IN BÓNG ĐÔI GIỜ ĐÂY MÌNH ANH LẺ BƯỚC NGƯỜI CÓ HAY CHỐN ĐÂY ĐÊM TỪNG ĐÊM VẪN CHỜ TÌNH SAO CHÓNG QUA EM ĐÃ XA CÒN ĐÂU NỮA CÂU ƯỚC HÔM NÀO BIẾT EM XA XĂM MÙ KHƠI BIẾT EM ĐÃ QUÊN TÌNH XƯA BIẾT BAO CÂU YÊU THƯƠNG NGÀY NÀO GIỜ NHƯ MÂY KHÓI CỚ SAO TA LUÔN CHỜ MONG NGƯỜI YÊU SẼ QUAY VỀ ĐÂY CÙNG SÁNH VAI TA BƯỚC CHO ĐỜI THÔI HOANG VẮNG BIẾT EM XA XĂM NGÀN KHƠI BIẾT EM ĐÃ QUÊN TÌNH ANH BIẾT BAO CÂU YÊU THƯƠNG NGÀY NÀO CHÌM TRONG QUÊN LÃNG VẤN VƯƠNG CHI THÊM SẦU ĐAU NGƯỜI YÊU ĐÃ XA THẬT XA TÌM VỀ CHỐN YÊU XƯA RIÊNG MÌNH THÔNG REO XA VẮNG XA NHƯ LỜI THAN TRÁCH AI ĐÊM NAY NGHE TIẾNG SÓNG GÀO THÉT KÊU TÊN NGƯỜI ĐI TÌNH XƯA GIỜ ĐI NƠI CHỐN NÀO ĐỂ TA NGỒI ĐÂY NGHE GIÓ RU RU MÃI BÊN TAI CÂU THỀ EM SẼ KHÔNG RỜI XA CHIỀU NÀO ĐƯỜNG XƯA IN BÓNG ĐÔI GIỜ ĐÂY MÌNH ANH LẺ BƯỚC NGƯỜI CÓ HAY CHỐN ĐÂY ĐÊM TỪNG ĐÊM VẪN CHỜ TÌNH SAO CHÓNG QUA EM ĐÃ XA CÒN ĐÂU NỮA CÂU ƯỚC HÔM NÀO BIẾT EM XA XĂM MÙ KHƠI BIẾT EM ĐÃ QUÊN TÌNH XƯA BIẾT BAO CÂU YÊU THƯƠNG NGÀY NÀO GIỜ NHƯ MÂY KHÓI CỚ SAO TA LUÔN CHỜ MONG NGƯỜI YÊU SẼ QUAY VỀ ĐÂY CÙNG SÁNH VAI TA BƯỚC CHO ĐỜI THÔI HOANG VẮNG BIẾT EM XA XĂM NGÀN KHƠI BIẾT EM ĐÃ QUÊN TÌNH ANH BIẾT BAO CÂU YÊU THƯƠNG NGÀY NÀO CHÌM TRONG QUÊN LÃNG VẤN VƯƠNG CHI THÊM SẦU ĐAU NGƯỜI YÊU ĐÃ XA THẬT XA TÌM VỀ CHỐN YÊU XƯA RIÊNG MÌNH BIẾT EM XA XĂM MÙ KHƠI BIẾT EM ĐÃ QUÊN TÌNH XƯA BIẾT BAO CÂU YÊU THƯƠNG NGÀY NÀO GIỜ NHƯ MÂY KHÓI CỚ SAO TA LUÔN CHỜ MONG NGƯỜI YÊU SẼ QUAY VỀ ĐÂY CÙNG SÁNH VAI TA BƯỚC CHO ĐỜI THÔI HOANG VẮNG BIẾT EM XA XĂM NGÀN KHƠI BIẾT EM ĐÃ QUÊN TÌNH ANH BIẾT BAO CÂU YÊU THƯƠNG NGÀY NÀO CHÌM TRONG QUÊN LÃNG VẤN VƯƠNG CHI THÊM SẦU ĐAU NGƯỜI YÊU ĐÃ XA THẬT XA TÌM VỀ CHỐN YÊU XƯA RIÊNG MÌNH.
60078,ANH KH NG THỂ QUAY LẠI VỚI EM,57805,không thể quay lại,CÓ NHỮNG LÚC AI HIỂU THẤU SỐNG VỚI CÔ ĐƠN NHỮNG ĐÊM DÀI...,"",ĐÊM SUY TƯ GIẤC MƠ MIÊN MAN TRONG KHÔNG GIAN TỐI ĐEN BAO LA TÔI LANG THANG ĐI TÌM ÁNH SÁNG NHẠT NHÒA EM THƠ NGÂY MẮT KIA TRONG VEO TÔI BÊN EM VỚI NHỮNG MƯU TOAN NHƯNG ĐÂU HAY TRONG LÒNG MANG MỐI TÌNH SI LÀM SAO NÓI TIẾNG YÊU EM LÀM SAO NÓI HẾT SUY TƯ DÒNG ĐỜI ĐÃ CUỐN XÔ NHAU ĐẨY TÌNH TRÔI RẤT XA ĐỜI ANH LÀ BÓNG ĐÊM THÔI LÀM SAO CÙNG ÁNH DƯƠNG KIA LÀM SAO VỀ VỚI YÊU THƯƠNG CHẲNG THỂ ĐẾN VỚI EM RỒI ĐÊM SUY TƯ GIẤC MƠ MIÊN MAN TRONG KHÔNG GIAN TỐI ĐEN BAO LA TÔI LANG THANG ĐI TÌM ÁNH SÁNG NHẠT NHÒA EM THƠ NGÂY MẮT KIA TRONG VEO TÔI BÊN EM VỚI NHỮNG MƯU TOAN NHƯNG ĐÂU HAY TRONG LÒNG MANG MỐI TÌNH SI LÀM SAO NÓI TIẾNG YÊU EM LÀM SAO NÓI HẾT SUY TƯ DÒNG ĐỜI ĐÃ CUỐN XÔ NHAU ĐẨY TÌNH TRÔI RẤT XA ĐỜI ANH LÀ BÓNG ĐÊM THÔI LÀM SAO CÙNG ÁNH DƯƠNG KIA LÀM SAO VỀ VỚI YÊU THƯƠNG CHẲNG THỂ ĐẾN VỚI EM RỒI LÀM SAO VỀ VỚI YÊU THƯƠNG CHẲNG THỂ ĐẾN VỚI EM RỒI
60313,BÊN EM THÀNH PHỐ BIỂN,56067,em yêu thành phố biển quê em,VŨNG TÀU THÀNH PHỐ TÔI YÊU NHƯ DÁNG ĐỨNG KIÊU SA...,"",THÀNH PHỐ QUÊ EM NẰM BÊN BỜ BIỂN XANH BIỂN NHƯ VÒNG TAY MẸ ÔM THÀNH PHỐ THÂN YÊU SÓNG BIỂN ĐÊM NGÀY MIÊN MAN NGÀN CÂU HÁT BỜ CÁT TRẮNG XÓA CHO EM TUNG TĂNG NHỮNG CHÌU HÈ . EM YÊU BIỂN E YÊU NGỌN GIÓ NGỌT LÀNH EM YÊU BIỂN NHƯ IU MẸ HIỀN CỦA EM.ĐÊM NẰM NGHE RÌ RÀO TIẾNG SÓNG BIỂN EM NGỠ LÀ TIẾNG HÁT MẸ RU...... MẸ IU THƯƠNG
66561,XA CÁCH MU N TR NG,53976,xa cách nghìn trùng,LÁ XANH RƠI ĐẦY THỀM YÊU ÔI TRỜI KHUYA...,"",CHO EM XIN NHỮNG THÁNG NGÀY QUA. ĐỂ TIẾC NUỐI NAY KHÔNG CÒN NỮA. CHO EM XIN ĐÔI MẮT THƠ NGÂY. ĐỂ NHỚ CÓ LÚC TA YÊU NHAU THẬT NHIỀU.. TRỜI THẬT BUỒN MÂY ĐEN KÉO VÂY. NGÀN GIỌT BUỒN RƠI TRÊN ĐẤT KHÔ NƠI CHÚNG TA ĐANG NGỒI. BAO ĐAU THƯƠNG DÂNG LÊN CHẤT NGẤT TRONG EM. CÓ BIẾT BAO CÂU MUỐN NÓI.. XIN EM QUÊN ĐI THÁNG NGÀY QUA. ĐỂ TRÁI TIM ANH KHÔNG MANG TỘI LỖI. XIN EM QUÊN ĐÔI MẮT THƠ NGÂY. VÌ ÁNH MẮT ĐÃ GIẾT BAO TIN YÊU.. ANH RA ĐI NAY ANH SẮP RA ĐI. VỀ MỘT MIỀN XA XÔI RẤT XA KHÔNG CÓ EM BÊN MÌNH. CHẲNG CÒN THỜI GIAN CHO CHÚNG TA NHƯNG VẪN NGÀN LẦN MUỐN NÓI.. TA YÊU NHAU THẬT NHIỀU. HÃY LAU KHÔ DÒNG LỆ ĐANG RƠI. VÌ NƯỚC MẮT SẼ KHIẾN TA YẾU LÒNG. TRỜI ĐÃ QUYẾT NGĂN ĐÔI TA.. MAI ĐÂY LINH HỒN ANH. SẼ QUYẾN LUYẾN TRẦN GIAN. NGUYỆN LÀ CHIẾC BÓNG BÊN EM SUỐT ĐỜI. CHỜ NGÀY SAU SẼ CÓ NHAU MỘT ĐỜI.
